furry_status,age,gender,gender_alignment,orientation,country,religion,occupation,education,howfurry,howoften_write,howoften_draw,opinion_artwork,opinion_writing,opinion_online_communities,opinion_conventions,opinion_fursuiting,importance_artwork,importance_writing,importance_online_communities,importance_conventions,importance_fursuiting
furry_adjacent,0,"Female, completely",cisgender,Completely heterosexual,us,Atheist,student,graduate_highschool,4,Never,Never,7,5,,8,6,8,7,5,8,8
furry,15,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,ongoing_highschool,8,Weekly,Weekly,10,10,,10,10,10,8,10,10,9
furry,20,Genderqueer/genderfluid,transgender,Asexual,tw,Atheist,student,ongoing_university,4,Never,Never,10,8,,7,8,10,8,10,8,7
furry,18,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,student,ongoing_highschool,5,Never,Monthly,9,6,,7,7,10,6,10,7,5
furry,27,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Protestant",technical_it,ongoing_university,8,Never,Weekly,10,7,,10,10,9,7,10,9,8
furry_lifestyler,17,Non-binary (not otherwise specified),complicated,Pansexual,us,Agnostic,student,ongoing_highschool,7,Never,Never,9,7,,8,8,9,8,8,8,5
furry,23,"Female, completely",cisgender,Asexual,us,Pagan,student,technical_college,10,Several times a year,Monthly,10,10,,10,10,10,4,9,10,10
furry,23,Genderqueer/genderfluid,complicated,Completely heterosexual,us,,sales_support,graduate_highschool,8,Never,Several times a year,8,,,10,10,10,8,10,10,10
furry,30,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,sales_support,some_university,7,Never,Never,9,3,,6,6,10,3,8,10,9
furry,20,"Male, completely",cisgender,Completely homosexual,us,"Christian, Catholic",student,ongoing_university,10,Yearly,Never,10,10,,10,9,7,10,6,9,7
furry,23,"Female, completely",cisgender,Pansexual,us,Buddhist,creative_furry,graduate_highschool,7,Never,Weekly,10,10,,10,10,8,7,9,7,8
furry,24,"Female, completely",cisgender,Completely heterosexual,us,,student,technical_college,8,Never,Daily,10,10,,10,10,10,7,10,10,10
furry,21,"Female, completely",cisgender,Bisexual,us,Agnostic,vet_animal_related,some_highschool,9,Daily,Daily,9,10,,10,10,10,6,10,10,10
furry,31,"Male, completely",cisgender,Completely homosexual,us,,Other,technical_college,10,Less than once a year,Less than once a year,10,10,,10,10,10,10,10,10,7
furry,46,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,Other,technical_college,6,Never,Less than once a year,8,7,,10,10,9,9,7,8,9
furry,23,"Male, completely",cisgender,Pansexual,us,Pagan,administrative,technical_college,8,Weekly,Never,8,9,,9,9,9,9,9,9,7
furry,24,"Male, completely",cisgender,Completely heterosexual,us,Agnostic,student,ongoing_university,7,Less than once a year,Monthly,9,2,,10,10,10,4,8,4,2
furry_adjacent,17,"Male, completely",cisgender,Bisexual,us,Atheist,student,ongoing_highschool,7,Never,Never,9,7,,6,7,9,9,9,9,9
furry,24,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Protestant",student,ongoing_university,5,Weekly,Never,7,9,,8,6,8,9,10,7,6
fur_fan,19,"Male, completely",complicated,Completely homosexual,us,,Other,some_highschool,3,Never,Less than once a year,9,9,,9,9,10,10,9,10,10
furry,22,"Male, completely",cisgender,Mostly homosexual,us,,Other,graduate_highschool,8,Daily,Less than once a year,9,10,,10,10,10,10,10,10,10
nonfurry,25,"Male, completely",cisgender,Completely heterosexual,jp,Buddhist,student,,,,,,,,,,,,,,
furry,44,"Male, completely",cisgender,Bisexual,us,Pagan,retired,some_university,5,Never,Never,8,9,,10,7,9,9,9,10,7
furry_lifestyler,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",vn,Atheist,student,ongoing_highschool,9,Daily,Daily,10,10,,10,10,10,10,10,10,10
furry,26,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,student,some_university,8,Monthly,Yearly,10,10,,10,10,10,10,10,10,10
furry,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,service,some_highschool,9,Several times a year,Monthly,10,9,,10,10,10,10,10,10,9
furry,25,"Female, completely",cisgender,Pansexual,us,Pagan,student,some_university,10,Less than once a year,Weekly,10,10,,10,10,5,10,10,9,10
furry,18,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_highschool,7,Daily,Daily,10,10,,5,8,10,7,10,10,10
furry,21,"Female, completely",cisgender,Asexual,us,,service,technical_college,8,Weekly,Weekly,10,8,,10,10,10,10,8,10,8
furry,25,"Male, completely",cisgender,Completely homosexual,us,Pagan,student,graduate_highschool,5,Never,Never,8,8,,10,8,7,5,5,9,9
furry,23,"Male, completely",cisgender,Completely homosexual,us,Pagan,student,ongoing_university,10,Less than once a year,Less than once a year,10,10,,10,10,10,10,10,10,10
furry,24,Mostly male,cisgender,Completely homosexual,us,,sales_support,technical_college,8,Never,Never,8,7,,9,9,8,8,8,8,8
furry,22,"Male, completely",cisgender,Bisexual,us,Atheist,student,technical_college,8,Never,Weekly,10,6,,8,10,10,10,9,10,9
furry,20,"Female, completely",cisgender,Completely heterosexual,xx,Atheist,student,graduate_highschool,6,Never,Weekly,10,6,,8,8,10,10,8,8,7
furry,23,"Female, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,ongoing_postcollege,9,Never,Daily,10,6,,10,10,10,9,10,10,9
fur_fan,21,"Male, completely",cisgender,"Bisexual, leaning homosexual",nz,Agnostic,student,some_university,7,Never,Less than once a year,7,8,,8,7,10,10,10,10,10
furry,29,"Male, completely",cisgender,Completely homosexual,us,"Christian, Catholic",professional,some_university,10,Never,Never,,,,,,,,,,
furry,20,Mostly female,cisgender,Asexual,us,Pagan,student,graduate_highschool,10,Weekly,Daily,10,10,,10,10,10,6,10,7,4
furry,24,"Female, completely",cisgender,Completely heterosexual,us,,student,technical_college,8,Never,Weekly,9,9,,9,9,10,7,8,10,10
furry,20,"Male, completely",,Mostly homosexual,us,"Christian, Catholic",student,ongoing_highschool,8,Never,Yearly,10,10,,10,10,10,1,5,8,8
furry_adjacent,18,"Female, completely",cisgender,Other,us,,student,graduate_highschool,7,Weekly,Weekly,10,10,,10,10,9,8,10,9,5
furry,37,"Female, completely",cisgender,Asexual,us,Pagan,sales_support,technical_college,6,Less than once a year,Yearly,9,8,,5,5,9,9,7,4,3
furry,22,"Male, completely",cisgender,Completely homosexual,us,Atheist,student,ongoing_university,10,Yearly,Never,10,10,,10,10,10,10,10,10,10
furry,25,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,student,ongoing_university,7,Several times a year,Yearly,9,8,,8,8,10,9,9,7,7
furry,26,"Male, completely",transgender,Completely heterosexual,us,Atheist,technical_it,graduate_university,10,Several times a year,Daily,10,6,,10,10,10,8,10,10,10
furry,20,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,unemployed,graduate_highschool,4,Never,Never,10,6,,6,7,10,10,10,10,10
furry,30,Other,transgender,Asexual,us,,student,technical_college,10,Yearly,Daily,9,3,,9,9,10,5,9,10,9
furry,21,"Female, completely",cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_university,8,Never,Several times a year,9,7,,9,9,10,8,10,10,8
furry,19,Mostly female,cisgender,"Bisexual, leaning heterosexual",us,,student,graduate_highschool,9,Never,Never,10,7,,10,10,9,6,8,10,10
furry,19,"Male, completely",cisgender,Asexual,us,"Christian, Protestant",student,ongoing_highschool,8,Several times a year,Monthly,9,8,,10,10,10,10,10,10,10
furry,33,"Male, completely",cisgender,Completely homosexual,us,Agnostic,administrative,graduate_postcollege,3,Never,Never,10,10,,10,10,10,1,1,6,7
furry,46,"Female, completely",cisgender,Mostly heterosexual,us,Pagan,creative_nonfurry,graduate_university,3,Daily,Several times a year,10,10,,8,9,10,10,10,10,8
furry,25,"Female, completely",cisgender,Completely heterosexual,us,Pagan,student,some_university,9,Never,Yearly,10,10,,10,10,10,10,10,7,7
furry,35,Mostly male,complicated,Mostly homosexual,us,Atheist,technical_it,graduate_university,7,Never,Never,10,7,,10,10,8,8,10,10,8
furry,18,"Male, completely",cisgender,Completely heterosexual,us,Agnostic,student,ongoing_highschool,6,Never,Never,10,4,,8,9,10,8,9,9,10
furry,18,Genderqueer/genderfluid,complicated,Mostly homosexual,xx,Agnostic,student,ongoing_highschool,7,Never,Never,10,9,,8,10,10,10,10,10,10
furry,16,Equal parts male and female,complicated,Pansexual,us,Pagan,student,ongoing_highschool,6,Never,Several times a month,,,,10,10,8,6,9,10,8
furry,25,"Male, completely",cisgender,Completely homosexual,us,Agnostic,Other,graduate_highschool,7,Several times a year,Never,10,10,,10,10,10,10,10,10,10
furry,22,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,government_armed_service,graduate_highschool,9,Never,Never,10,10,,10,10,9,8,6,10,10
furry_lifestyler,26,Mostly female,transgender,Bisexual,us,Atheist,Other,some_highschool,10,Less than once a year,Never,10,10,,10,7,9,9,10,10,1
furry,17,Mostly male,cisgender,Pansexual,us,Agnostic,student,ongoing_highschool,7,,,10,,,10,7,10,,10,8,7
furry,21,Mostly male,cisgender,Mostly homosexual,us,Atheist,sales_support,graduate_highschool,7,Monthly,Several times a year,10,10,,10,10,7,7,9,9,9
furry,20,Mostly female,cisgender,Mostly homosexual,us,Atheist,unemployed,graduate_highschool,10,Less than once a year,Yearly,10,10,,10,10,10,10,10,10,10
furry,33,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Protestant",Other,graduate_highschool,8,Never,Never,9,,,,,10,6,10,10,10
furry,21,"Male, completely",cisgender,Completely homosexual,us,,service,ongoing_highschool,10,Never,Never,10,8,,10,10,9,8,7,10,9
furry,25,Mostly male,complicated,Pansexual,us,Atheist,technical_it,some_university,3,Never,Never,10,5,,6,5,10,10,10,10,10
furry,28,"Male, completely",cisgender,Mostly homosexual,us,Atheist,technical_it,technical_college,3,Never,Less than once a year,10,10,,2,8,10,9,10,8,10
furry,19,"Male, completely",cisgender,Completely homosexual,us,Agnostic,sales_support,graduate_highschool,10,Daily,Never,10,10,,10,10,10,8,10,10,10
fur_fan,15,Neutrois/agender,transgender,Pansexual,us,Atheist,student,some_highschool,8,Never,Daily,9,6,,8,10,8,5,8,9,10
furry,29,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,vet_animal_related,technical_college,8,Never,Never,10,10,,10,10,10,10,10,10,10
furry,19,"Male, completely",cisgender,Completely heterosexual,us,,unemployed,graduate_highschool,4,Weekly,Monthly,10,10,,10,8,10,9,8,8,5
furry,29,"Male, completely",cisgender,Other,us,Agnostic,professional,advanced_degree,6,Never,Monthly,7,8,,8,10,5,8,8,10,8
fur_fan,21,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,ongoing_university,3,Less than once a year,Never,9,,,8,8,8,5,9,7,8
furry,28,"Female, completely",cisgender,Completely heterosexual,us,Agnostic,sales_support,graduate_highschool,6,Never,Weekly,10,10,,10,10,10,6,8,10,10
furry,24,"Male, completely",cisgender,Mostly homosexual,ca,Atheist,sales_support,technical_college,9,Monthly,Weekly,9,8,,10,9,10,7,10,10,9
furry,18,"Male, completely",cisgender,Completely homosexual,us,"Christian, Catholic",student,some_highschool,10,Daily,Weekly,10,10,,10,10,10,10,10,10,10
fur_fan,18,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,,student,some_highschool,7,Never,Yearly,10,10,,7,9,10,8,9,6,9
furry,19,"Male, completely",cisgender,Bisexual,us,,Other,graduate_highschool,8,Never,Never,10,10,,10,10,10,10,10,10,10
furry,37,"Male, completely",cisgender,Pansexual,us,"Christian, Protestant",sales_support,some_university,10,Several times a year,Yearly,10,10,,10,10,10,10,10,10,5
Other,35,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,,creative_nonfurry,graduate_university,10,Yearly,Less than once a year,7,7,,10,8,9,8,10,9,7
furry,21,"Male, completely",cisgender,Completely homosexual,us,Atheist,creative_nonfurry,graduate_highschool,10,Monthly,Several times a year,9,7,,8,8,8,8,9,7,8
furry,20,"Female, completely",cisgender,Mostly heterosexual,us,,sales_support,graduate_highschool,3,Never,Several times a year,3,1,,7,8,7,3,8,10,9
furry,33,Mostly male,cisgender,"Bisexual, leaning heterosexual",us,Agnostic,service,graduate_university,8,Less than once a year,Several times a year,8,6,,6,8,10,6,10,8,7
furry,24,"Male, completely",cisgender,Asexual,us,Agnostic,student,ongoing_university,6,Never,Never,10,10,,10,10,9,7,10,8,8
furry,24,"Male, completely",cisgender,Completely heterosexual,us,Agnostic,Other,graduate_highschool,3,Never,Several times a year,10,8,,9,8,10,8,10,10,9
furry,23,"Male, completely",cisgender,Completely homosexual,us,"Christian, Catholic",unemployed,graduate_highschool,10,Never,Never,8,7,,10,10,8,4,5,10,10
furry,22,"Female, completely",transgender,Pansexual,us,,Other,graduate_highschool,8,Less than once a year,Less than once a year,10,10,,10,10,10,10,10,10,10
fur_fan,21,"Male, completely",cisgender,Completely heterosexual,us,Agnostic,student,ongoing_university,3,Never,Never,9,8,,10,8,10,7,10,10,10
furry,17,"Male, completely",cisgender,"Bisexual, leaning homosexual",au,Atheist,student,ongoing_highschool,8,Never,Less than once a year,9,5,,8,8,9,8,7,7,7
furry,21,Mostly male,cisgender,Mostly homosexual,us,,student,ongoing_university,8,Never,Several times a month,10,8,,10,10,10,8,10,10,9
furry,18,"Male, completely",cisgender,Bisexual,us,"Christian, Catholic",student,ongoing_highschool,9,Several times a year,Never,10,10,,10,10,8,10,10,10,10
furry,20,"Male, completely",cisgender,Bisexual,us,,sales_support,Other,9,Weekly,Several times a year,10,7,,9,10,10,10,10,10,10
furry,20,"Male, completely",cisgender,Completely homosexual,ca,Agnostic,student,ongoing_university,6,Never,Never,10,8,,5,5,10,9,10,7,7
furry,0,"Male, completely",cisgender,Completely homosexual,xx,Jewish,student,some_university,5,Less than once a year,Never,10,10,,10,10,9,9,10,10,10
furry,19,"Female, completely",cisgender,Other,us,"Christian, Protestant",student,ongoing_highschool,5,Never,Weekly,9,,,,9,8,2,10,9,7
furry,26,"Male, completely",cisgender,Completely homosexual,us,Atheist,unemployed,some_highschool,8,Monthly,Never,10,8,,9,8,8,8,4,7,8
furry,31,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,Other,advanced_degree,10,Never,Weekly,10,5,,9,9,10,8,9,9,7
furry,20,"Female, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,Other,graduate_highschool,7,Never,Several times a year,10,6,,10,10,10,10,10,10,10
furry_adjacent,0,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,,9,Never,Never,9,6,,9,10,10,8,8,9,10
furry,23,Neutrois/agender,transgender,Other,us,Pagan,creative_furry,graduate_highschool,8,Never,Several times a year,10,10,,10,10,10,10,10,10,10
furry_adjacent,19,Mostly female,cisgender,Other,au,,student,ongoing_highschool,7,Never,Several times a year,10,1,,1,1,10,2,3,2,10
furry,32,Mostly male,cisgender,Completely homosexual,ru,Atheist,Other,some_university,9,Never,Monthly,10,8,,10,10,9,5,7,10,9
nonfurry,34,"Female, completely",cisgender,Completely heterosexual,us,Jewish,sales_support,graduate_university,1,,,2,4,,7,7,10,10,10,5,8
fur_fan,46,"Male, completely",cisgender,Mostly homosexual,nl,Pagan,professional,ongoing_postcollege,3,Never,Never,10,10,,9,10,10,10,10,9,9
furry,21,Mostly male,cisgender,"Bisexual, leaning heterosexual",us,Agnostic,sales_support,graduate_highschool,6,Never,Never,10,7,,8,10,8,8,10,10,10
furry,31,"Female, completely",transgender,Asexual,us,Agnostic,student,ongoing_postcollege,2,Several times a month,Monthly,8,9,,7,5,9,10,9,7,6
furry,28,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,unemployed,some_university,3,Never,Never,10,10,,7,3,10,10,10,8,5
fur_fan,24,"Male, completely",cisgender,"Bisexual, leaning homosexual",be,,Other,some_university,7,Yearly,Yearly,9,8,,7,7,9,8,9,7,8
furry_related,34,"Female, completely",cisgender,Mostly heterosexual,us,,unemployed,graduate_highschool,2,Never,Less than once a year,7,7,,4,5,10,7,9,9,10
furry,24,"Male, completely",cisgender,Mostly homosexual,ca,,service,graduate_highschool,8,Weekly,Several times a month,10,10,,10,10,10,10,10,10,10
furry,19,Neutrois/agender,transgender,Asexual,us,Atheist,student,graduate_highschool,6,Never,Several times a month,10,6,,9,10,10,9,10,10,10
furry,24,"Male, completely",cisgender,Completely homosexual,gb,Pagan,service,technical_college,10,Daily,Never,10,10,,10,8,8,8,10,10,10
fur_fan,23,"Male, completely",cisgender,"Bisexual, leaning heterosexual",gu,Atheist,student,ongoing_university,8,Never,Several times a month,10,9,,10,10,10,10,10,10,10
furry,28,"Female, completely",cisgender,Completely heterosexual,gb,Atheist,administrative,graduate_university,6,Several times a month,Weekly,10,10,,10,10,10,10,10,10,10
furry,29,Mostly male,cisgender,Completely homosexual,us,,Other,some_university,8,Less than once a year,Several times a year,10,10,,10,10,10,10,10,9,9
furry,26,"Male, completely",cisgender,Mostly homosexual,us,Atheist,service,graduate_highschool,3,Never,Less than once a year,9,6,,9,8,10,8,10,10,8
furry,19,"Male, completely",cisgender,Completely heterosexual,us,Agnostic,student,ongoing_highschool,8,Less than once a year,Several times a month,10,10,,10,10,10,10,10,10,10
furry,22,"Male, completely",transgender,Asexual,de,Atheist,unemployed,graduate_highschool,5,Less than once a year,Several times a month,8,9,,6,8,10,10,10,10,10
fur_fan,20,"Female, completely",transgender,"Bisexual, leaning heterosexual",us,"Christian, Catholic",creative_furry,graduate_highschool,10,Weekly,Weekly,10,10,,10,10,10,9,10,10,10
furry_lifestyler,25,"Male, completely",cisgender,Pansexual,gb,Atheist,creative_nonfurry,technical_college,10,Never,Never,10,10,,10,10,10,10,10,10,10
fur_fan,0,"Male, completely",cisgender,Completely homosexual,nz,Atheist,student,ongoing_highschool,3,Never,Never,6,4,,5,7,8,2,7,7,8
furry,22,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",government_armed_service,graduate_highschool,5,Several times a year,,10,10,,10,10,10,9,8,9,9
